id,name,height,weight,base_experience,types,abilities,moves,gender_rate,male_pct,female_pct,genderless,capture_rate,is_legendary,is_mythical,generation,good_against_types,weak_to_types,resist_to_types,immune_to_types,sprite_url,evolves_from,evolves_to,can_evolve,evolution_details,encounter_locations,encounter_versions,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed
11,metapod,7,99,72,bug,shed-skin,"string-shot,harden,iron-defense,bug-bite,electroweb",4,50.0,50.0,False,120,False,False,generation-i,"dark,grass,psychic","fire,flying,rock","fighting,grass,ground",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,caterpie,butterfree,True,butterfree por level-up (nivel 10),"alola-route-1-south,alola-route-1-west,alola-route-5-area,azalea-town-area,eterna-forest-area,ilex-forest-area,johto-route-30-area,johto-route-31-area,johto-route-34-area,johto-route-35-area,johto-route-36-area,johto-route-37-area,johto-route-38-area,johto-route-39-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-24-area,kanto-route-25-area,kanto-route-26-area,kanto-route-27-area,lake-of-rage-area,lush-jungle-north,lush-jungle-south,lush-jungle-west,melemele-meadow-area,national-park-area,pattern-bush-area,santalune-forest-area,unova-route-12-area,viridian-forest-area","blue,crystal,diamond,firered,gold,heartgold,leafgreen,moon,pearl,platinum,red,sun,ultra-moon,ultra-sun,white,y,yellow",50,20,55,25,25,30
12,butterfree,11,320,178,"bug,flying","compound-eyes,tinted-lens","razor-wind,gust,whirlwind,headbutt,tackle,take-down,double-edge,supersonic,psybeam,hyper-beam,mega-drain,solar-beam,poison-powder,stun-spore,sleep-powder,string-shot,toxic,confusion,psychic,rage,teleport,mimic,double-team,harden,reflect,bide,swift,dream-eater,flash,psywave,rest,substitute,thief,nightmare,snore,curse,protect,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,safeguard,baton-pass,sweet-scent,hidden-power,twister,rain-dance,sunny-day,psych-up,shadow-ball,facade,skill-swap,secret-power,air-cutter,silver-wind,signal-beam,aerial-ace,iron-defense,roost,natural-gift,tailwind,u-turn,air-slash,bug-buzz,energy-ball,giga-impact,defog,captivate,bug-bite,ominous-wind,venoshock,rage-powder,quiver-dance,round,acrobatics,struggle-bug,electroweb,hurricane,draining-kiss,confide,infestation,pollen-puff,dual-wingbeat",4,50.0,50.0,False,45,False,False,generation-i,"bug,dark,fighting,grass,psychic","electric,fire,flying,ice,rock","bug,fighting,grass,ground",ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,metapod,,False,,"alola-route-5-area,azalea-town-area,ilex-forest-area,johto-route-34-area,johto-route-35-area,johto-route-36-area,johto-route-37-area,johto-route-38-area,johto-route-39-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-24-area,kanto-route-25-area,kanto-route-26-area,kanto-route-27-area,lake-of-rage-area,lush-jungle-north,lush-jungle-south,lush-jungle-west,melemele-meadow-area,unova-route-12-area,viridian-forest-area","crystal,gold,heartgold,moon,sun,ultra-moon,ultra-sun,white",60,45,50,90,80,70
13,weedle,3,32,39,"bug,poison","shield-dust,run-away","poison-sting,string-shot,bug-bite,electroweb",4,50.0,50.0,False,255,False,False,generation-i,"dark,fairy,grass,psychic","fire,flying,ground,psychic,rock","bug,fairy,fighting,grass,ground,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,,kakuna,True,kakuna por level-up (nivel 7),"azalea-town-area,eterna-forest-area,ilex-forest-area,johto-route-30-area,johto-route-31-area,johto-route-34-area,johto-route-35-area,johto-route-36-area,johto-route-37-area,johto-route-38-area,johto-route-39-area,kalos-route-2-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-24-area,kanto-route-25-area,kanto-route-26-area,kanto-route-27-area,lake-of-rage-area,national-park-area,pattern-bush-area,santalune-forest-area,sinnoh-route-204-north-towards-floaroma-town,sinnoh-route-204-south-towards-jubilife-city,unknown-all-bugs-area,viridian-forest-area","blue,crystal,diamond,firered,leafgreen,pearl,platinum,red,silver,soulsilver,x,y",40,35,30,20,20,50
14,kakuna,6,100,72,"bug,poison",shed-skin,"string-shot,harden,iron-defense,bug-bite,electroweb",4,50.0,50.0,False,120,False,False,generation-i,"dark,fairy,grass,psychic","fire,flying,ground,psychic,rock","bug,fairy,fighting,grass,ground,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,weedle,beedrill,True,beedrill por level-up (nivel 10),"azalea-town-area,eterna-forest-area,ilex-forest-area,johto-route-30-area,johto-route-31-area,johto-route-34-area,johto-route-35-area,johto-route-36-area,johto-route-37-area,johto-route-38-area,johto-route-39-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-24-area,kanto-route-25-area,kanto-route-26-area,kanto-route-27-area,lake-of-rage-area,national-park-area,pattern-bush-area,santalune-forest-area,unova-route-12-area,viridian-forest-area","black,blue,crystal,diamond,firered,leafgreen,pearl,platinum,red,silver,soulsilver,x",45,25,50,25,25,35
15,beedrill,10,295,178,"bug,poison","swarm,sniper","swords-dance,cut,headbutt,fury-attack,take-down,double-edge,poison-sting,twineedle,pin-missile,hyper-beam,peck,mega-drain,solar-beam,string-shot,toxic,agility,rage,mimic,double-team,harden,reflect,focus-energy,bide,swift,skull-bash,flash,rest,substitute,thief,snore,curse,protect,sludge-bomb,outrage,giga-drain,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,pursuit,sweet-scent,hidden-power,sunny-day,rock-smash,facade,brick-break,knock-off,endeavor,secret-power,air-cutter,silver-wind,aerial-ace,roost,natural-gift,tailwind,u-turn,payback,assurance,toxic-spikes,poison-jab,x-scissor,giga-impact,defog,captivate,bug-bite,ominous-wind,venoshock,round,acrobatics,struggle-bug,electroweb,drill-run,fell-stinger,confide,infestation,laser-focus,throat-chop,brutal-swing",4,50.0,50.0,False,45,False,False,generation-i,"dark,fairy,grass,psychic","fire,flying,ground,psychic,rock","bug,fairy,fighting,grass,ground,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,kakuna,,False,,"alola-route-4-area,azalea-town-area,ilex-forest-area,johto-route-34-area,johto-route-35-area,johto-route-36-area,johto-route-37-area,johto-route-38-area,johto-route-39-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-26-area,kanto-route-27-area,lake-of-rage-area,unova-route-12-area,viridian-forest-area","black,crystal,silver,soulsilver,ultra-moon,ultra-sun",65,90,40,45,80,75
16,pidgey,3,18,50,"normal,flying","keen-eye,tangled-feet,big-pecks","razor-wind,gust,wing-attack,whirlwind,fly,sand-attack,headbutt,tackle,take-down,double-edge,toxic,agility,quick-attack,rage,mimic,double-team,reflect,bide,mirror-move,swift,sky-attack,rest,substitute,thief,snore,curse,protect,feint-attack,mud-slap,foresight,detect,endure,swagger,steel-wing,attract,sleep-talk,return,frustration,pursuit,hidden-power,twister,rain-dance,sunny-day,uproar,heat-wave,facade,secret-power,feather-dance,air-cutter,aerial-ace,roost,natural-gift,pluck,tailwind,u-turn,air-slash,brave-bird,defog,captivate,ominous-wind,round,work-up,hurricane,confide",4,50.0,50.0,False,255,False,False,generation-i,"bug,fighting,grass","electric,fighting,ice,rock","bug,fighting,grass","ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,,pidgeotto,True,pidgeotto por level-up (nivel 18),"berry-forest-area,bond-bridge-area,five-isle-meadow-area,ilex-forest-area,johto-route-29-area,johto-route-30-area,johto-route-31-area,johto-route-32-area,johto-route-34-area,johto-route-35-area,johto-route-36-area,johto-route-37-area,johto-safari-zone-zone-forest,kalos-route-2-area,kalos-route-3-area,kanto-route-1-area,kanto-route-11-area,kanto-route-12-area,kanto-route-13-area,kanto-route-14-area,kanto-route-15-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-24-area,kanto-route-25-area,kanto-route-3-area,kanto-route-5-area,kanto-route-6-area,kanto-route-7-area,kanto-route-8-area,kanto-sea-route-21-area,national-park-area,sinnoh-route-229-area,viridian-forest-area","blue,crystal,diamond,firered,gold,heartgold,leafgreen,pearl,platinum,red,silver,soulsilver,x,y,yellow",40,45,40,35,35,56
17,pidgeotto,11,300,122,"normal,flying","keen-eye,tangled-feet,big-pecks","razor-wind,gust,wing-attack,whirlwind,fly,sand-attack,headbutt,tackle,take-down,double-edge,toxic,agility,quick-attack,rage,mimic,double-team,reflect,bide,mirror-move,swift,sky-attack,rest,substitute,thief,snore,curse,protect,mud-slap,detect,endure,swagger,steel-wing,attract,sleep-talk,return,frustration,hidden-power,twister,rain-dance,sunny-day,uproar,heat-wave,facade,secret-power,feather-dance,air-cutter,aerial-ace,roost,natural-gift,pluck,tailwind,u-turn,air-slash,defog,captivate,ominous-wind,round,work-up,hurricane,confide",4,50.0,50.0,False,120,False,False,generation-i,"bug,fighting,grass","electric,fighting,ice,rock","bug,fighting,grass","ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,pidgey,pidgeot,True,pidgeot por level-up (nivel 36),"berry-forest-area,bond-bridge-area,five-isle-meadow-area,johto-route-37-area,johto-route-38-area,johto-route-39-area,johto-route-43-area,johto-safari-zone-zone-mountain,johto-safari-zone-zone-plains,kanto-route-11-area,kanto-route-12-area,kanto-route-13-area,kanto-route-14-area,kanto-route-15-area,kanto-route-2-north-towards-pewter-city,kanto-route-2-south-towards-viridian-city,kanto-route-24-area,kanto-route-25-area,kanto-route-5-area,kanto-route-6-area,kanto-route-7-area,kanto-route-8-area,kanto-sea-route-21-area,viridian-forest-area","blue,crystal,firered,gold,heartgold,leafgreen,red,silver,soulsilver,yellow",63,60,55,50,50,71
18,pidgeot,15,395,216,"normal,flying","keen-eye,tangled-feet,big-pecks","razor-wind,gust,wing-attack,whirlwind,fly,sand-attack,headbutt,tackle,take-down,double-edge,hyper-beam,toxic,agility,quick-attack,rage,mimic,double-team,reflect,bide,mirror-move,swift,sky-attack,rest,substitute,thief,snore,curse,protect,mud-slap,detect,endure,swagger,steel-wing,attract,sleep-talk,return,frustration,hidden-power,twister,rain-dance,sunny-day,uproar,heat-wave,facade,secret-power,feather-dance,air-cutter,aerial-ace,roost,natural-gift,pluck,tailwind,u-turn,air-slash,giga-impact,defog,captivate,ominous-wind,round,work-up,hurricane,confide,laser-focus",4,50.0,50.0,False,45,False,False,generation-i,"bug,fighting,grass","electric,fighting,ice,rock","bug,fighting,grass","ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,pidgeotto,,False,,alola-route-10-area,"ultra-moon,ultra-sun",83,80,75,70,70,101
19,rattata,3,35,51,normal,"run-away,guts,hustle","cut,headbutt,tackle,body-slam,take-down,double-edge,tail-whip,bite,water-gun,ice-beam,blizzard,bubble-beam,counter,thunderbolt,thunder-wave,thunder,dig,toxic,quick-attack,rage,mimic,screech,double-team,defense-curl,focus-energy,bide,swift,skull-bash,fury-swipes,rest,hyper-fang,super-fang,substitute,thief,flame-wheel,snore,curse,reversal,protect,sludge-bomb,mud-slap,icy-wind,endure,swagger,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,uproar,facade,taunt,revenge,endeavor,secret-power,covet,shock-wave,natural-gift,pluck,u-turn,assurance,me-first,last-resort,sucker-punch,zen-headbutt,captivate,grass-knot,charge-beam,round,retaliate,final-gambit,work-up,wild-charge,confide,laser-focus",4,50.0,50.0,False,255,False,False,generation-i,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,,raticate,True,"raticate por level-up (nivel 20) | raticate por level-up (nivel 20, en night)","alola-route-1-south,bell-tower-10f,bell-tower-2f,bell-tower-3f,bell-tower-4f,bell-tower-5f,bell-tower-6f,bell-tower-7f,bell-tower-8f,bell-tower-9f,burned-tower-1f,burned-tower-b1f,castelia-city-area,castelia-sewers-area,castelia-sewers-unknown-area-38,johto-route-29-area,johto-route-30-area,johto-route-31-area,johto-route-32-area,johto-route-33-area,johto-route-34-area,johto-route-38-area,johto-route-39-area,johto-route-42-area,johto-route-46-area,kanto-route-1-area,kanto-route-10-area,kanto-route-11-area,kanto-route-16-area,kanto-route-17-area,kanto-route-18-area,kanto-route-2-south-towards-viridian-city,kanto-route-22-area,kanto-route-3-area,kanto-route-4-area,kanto-route-5-area,kanto-route-6-area,kanto-route-7-area,kanto-route-8-area,kanto-route-9-area,kanto-sea-route-21-area,mt-mortar-1f,mt-mortar-b1f,mt-mortar-lower-cave,pokemon-mansion-1f,pokemon-mansion-2f,pokemon-mansion-3f,pokemon-mansion-b1f,relic-passage-castelia-sewers-entrance,sinnoh-route-225-area,sinnoh-sea-route-226-area,sprout-tower-2f,sprout-tower-3f,tohjo-falls-area,union-cave-1f,union-cave-b1f,union-cave-b2f,unknown-all-rattata-area","black-2,blue,crystal,diamond,firered,gold,heartgold,leafgreen,pearl,platinum,red,silver,soulsilver,ultra-moon,ultra-sun,white-2,yellow",30,56,35,25,35,72
20,raticate,7,185,145,normal,"run-away,guts,hustle","swords-dance,cut,headbutt,tackle,body-slam,take-down,double-edge,tail-whip,bite,roar,water-gun,ice-beam,blizzard,bubble-beam,hyper-beam,counter,strength,thunderbolt,thunder-wave,thunder,dig,toxic,quick-attack,rage,mimic,double-team,defense-curl,focus-energy,bide,swift,skull-bash,fury-swipes,rest,hyper-fang,super-fang,substitute,thief,snore,curse,protect,scary-face,sludge-bomb,mud-slap,icy-wind,endure,swagger,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,uproar,facade,taunt,endeavor,secret-power,covet,shock-wave,natural-gift,pluck,u-turn,assurance,last-resort,sucker-punch,giga-impact,zen-headbutt,captivate,grass-knot,charge-beam,round,retaliate,work-up,wild-charge,confide,laser-focus,throat-chop,stomping-tantrum",4,50.0,50.0,False,127,False,False,generation-i,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,rattata,,False,,"burned-tower-1f,dreamyard-area,dreamyard-b1f,heahea-beach-area,johto-route-38-area,johto-route-39-area,johto-route-42-area,johto-route-43-area,johto-route-47-area,johto-safari-zone-zone-mountain,johto-safari-zone-zone-plains,kanto-route-1-area,kanto-route-10-area,kanto-route-11-area,kanto-route-16-area,kanto-route-17-area,kanto-route-18-area,kanto-route-26-area,kanto-route-27-area,kanto-route-3-area,kanto-route-4-area,kanto-route-6-area,kanto-route-7-area,kanto-route-9-area,kanto-sea-route-21-area,mt-mortar-1f,mt-mortar-b1f,mt-mortar-lower-cave,mt-mortar-upper-cave,pokemon-mansion-1f,pokemon-mansion-2f,pokemon-mansion-3f,pokemon-mansion-b1f,relic-passage-relic-castle-entrance,sinnoh-route-225-area,sinnoh-sea-route-226-area,strange-house-1f,strange-house-b1f,tohjo-falls-area,union-cave-b2f","black,black-2,blue,crystal,diamond,firered,gold,heartgold,leafgreen,pearl,platinum,red,silver,soulsilver,ultra-moon,white,white-2,yellow",55,81,60,50,70,97
21,spearow,3,20,52,"normal,flying","keen-eye,sniper","razor-wind,wing-attack,whirlwind,fly,headbutt,fury-attack,take-down,double-edge,leer,growl,peck,drill-peck,toxic,agility,quick-attack,rage,mimic,double-team,focus-energy,bide,mirror-move,swift,sky-attack,rest,tri-attack,substitute,thief,snore,curse,protect,scary-face,feint-attack,mud-slap,detect,endure,false-swipe,swagger,steel-wing,attract,sleep-talk,return,frustration,pursuit,hidden-power,twister,rain-dance,sunny-day,uproar,heat-wave,facade,secret-power,feather-dance,astonish,air-cutter,aerial-ace,roost,natural-gift,pluck,tailwind,u-turn,assurance,defog,captivate,ominous-wind,round,echoed-voice,work-up,drill-run,confide",4,50.0,50.0,False,255,False,False,generation-i,"bug,fighting,grass","electric,fighting,ice,rock","bug,fighting,grass","ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,,fearow,True,fearow por level-up (nivel 20),"alola-route-2-north,alola-route-3-north,alola-route-3-south,azalea-town-area,canyon-entrance-area,cape-brink-area,goldenrod-city-north-gate,johto-route-29-area,johto-route-30-area,johto-route-31-area,johto-route-32-area,johto-route-33-area,johto-route-42-area,johto-route-43-area,johto-route-44-area,johto-route-45-area,johto-route-46-area,johto-route-47-area,johto-safari-zone-zone-wetland,kanto-route-10-area,kanto-route-11-area,kanto-route-16-area,kanto-route-17-area,kanto-route-18-area,kanto-route-22-area,kanto-route-23-area,kanto-route-3-area,kanto-route-4-area,kanto-route-7-area,kanto-route-9-area,kindle-road-area,mt-ember-area,poke-pelago-elite-four-defeated,poke-pelago-poni-island-reached,poke-pelago-ulaula-island-reached,ruin-valley-area,sinnoh-route-225-area,sinnoh-sea-route-226-area,treasure-beach-area,water-path-area","blue,crystal,diamond,firered,gold,heartgold,leafgreen,moon,pearl,platinum,red,silver,soulsilver,sun,ultra-moon,ultra-sun,yellow",40,60,30,31,31,70
22,fearow,12,380,155,"normal,flying","keen-eye,sniper","razor-wind,wing-attack,whirlwind,fly,headbutt,fury-attack,take-down,double-edge,leer,growl,hyper-beam,peck,drill-peck,toxic,agility,quick-attack,rage,mimic,double-team,focus-energy,bide,mirror-move,swift,sky-attack,rest,tri-attack,substitute,thief,snore,curse,protect,mud-slap,detect,endure,false-swipe,swagger,steel-wing,attract,sleep-talk,return,frustration,pursuit,hidden-power,twister,rain-dance,sunny-day,uproar,heat-wave,facade,secret-power,air-cutter,aerial-ace,roost,natural-gift,pluck,tailwind,u-turn,assurance,giga-impact,defog,captivate,ominous-wind,round,echoed-voice,work-up,drill-run,confide,laser-focus,throat-chop",4,50.0,50.0,False,90,False,False,generation-i,"bug,fighting,grass","electric,fighting,ice,rock","bug,fighting,grass","ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,spearow,,False,,"alola-route-10-area,alola-route-17-northeast,alola-route-17-west,canyon-entrance-area,cape-brink-area,johto-route-42-area,johto-route-47-area,johto-route-48-area,johto-safari-zone-zone-desert,johto-safari-zone-zone-wasteland,kanto-route-10-area,kanto-route-16-area,kanto-route-17-area,kanto-route-18-area,kanto-route-22-area,kanto-route-23-area,kanto-route-9-area,kindle-road-area,mount-hokulani-main,mount-hokulani-west,mt-ember-area,poni-plains-north,poni-plains-west,ruin-valley-area,sevault-canyon-area,sinnoh-route-225-area,sinnoh-route-227-area,sinnoh-sea-route-226-area,stark-mountain-area,treasure-beach-area,unova-route-15-area,water-path-area","black,blue,crystal,diamond,firered,gold,heartgold,leafgreen,moon,pearl,platinum,red,silver,soulsilver,sun,ultra-moon,ultra-sun,white,yellow",65,90,65,61,61,100
23,ekans,20,69,58,poison,"intimidate,shed-skin,unnerve","bind,slam,headbutt,body-slam,wrap,take-down,double-edge,poison-sting,leer,bite,disable,acid,strength,mega-drain,earthquake,fissure,dig,toxic,rage,mimic,screech,double-team,haze,bide,skull-bash,glare,leech-life,rest,rock-slide,substitute,thief,snore,curse,spite,protect,scary-face,sludge-bomb,mud-slap,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,beat-up,stockpile,spit-up,swallow,torment,facade,knock-off,snatch,secret-power,poison-fang,rock-tomb,mud-shot,poison-tail,natural-gift,payback,gastro-acid,sucker-punch,toxic-spikes,poison-jab,dark-pulse,aqua-tail,seed-bomb,switcheroo,fire-fang,mud-bomb,gunk-shot,captivate,venoshock,sludge-wave,coil,acid-spray,round,bulldoze,snarl,belch,confide,infestation,brutal-swing,psychic-fangs,scale-shot,skitter-smack,lash-out,tera-blast,trailblaze",4,50.0,50.0,False,255,False,False,generation-i,"fairy,grass","ground,psychic","bug,fairy,fighting,grass,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,,arbok,True,arbok por level-up (nivel 22),"alola-route-2-north,alola-route-2-south,azalea-town-area,johto-route-32-area,johto-route-33-area,johto-route-42-area,johto-safari-zone-zone-marshland,kanto-route-10-area,kanto-route-11-area,kanto-route-23-area,kanto-route-26-area,kanto-route-27-area,kanto-route-3-area,kanto-route-4-area,kanto-route-8-area,kanto-route-9-area,sinnoh-route-212-east-towards-pastoria-city","crystal,diamond,firered,heartgold,pearl,platinum,red,silver,soulsilver,ultra-moon,ultra-sun",35,60,44,40,54,55
24,arbok,35,650,157,poison,"intimidate,shed-skin,unnerve","bind,slam,headbutt,body-slam,wrap,take-down,double-edge,poison-sting,leer,bite,acid,hyper-beam,strength,mega-drain,earthquake,fissure,dig,toxic,rage,mimic,screech,double-team,haze,bide,skull-bash,glare,leech-life,rest,rock-slide,substitute,thief,snore,curse,spite,protect,scary-face,sludge-bomb,mud-slap,giga-drain,endure,swagger,attract,sleep-talk,return,frustration,pain-split,iron-tail,hidden-power,rain-dance,sunny-day,crunch,stockpile,spit-up,swallow,torment,facade,knock-off,snatch,secret-power,poison-fang,rock-tomb,mud-shot,poison-tail,natural-gift,payback,gastro-acid,sucker-punch,toxic-spikes,poison-jab,dark-pulse,aqua-tail,seed-bomb,switcheroo,giga-impact,thunder-fang,ice-fang,fire-fang,mud-bomb,gunk-shot,captivate,venoshock,sludge-wave,coil,acid-spray,round,bulldoze,dragon-tail,snarl,belch,confide,infestation,throat-chop,brutal-swing,psychic-fangs,stomping-tantrum,breaking-swipe,scale-shot,skitter-smack,lash-out,tera-blast,trailblaze",4,50.0,50.0,False,90,False,False,generation-i,"fairy,grass","ground,psychic","bug,fairy,fighting,grass,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,ekans,,False,,"alola-route-8-main,cerulean-cave-1f,cerulean-cave-b1f,great-marsh-area-1,great-marsh-area-2,great-marsh-area-3,great-marsh-area-4,great-marsh-area-5,great-marsh-area-6,johto-route-42-area,johto-safari-zone-zone-marshland,kanto-route-23-area,kanto-route-26-area,kanto-route-27-area,kanto-route-28-area,kanto-route-3-area,kanto-route-4-area,kanto-victory-road-2-1f,kanto-victory-road-2-2f,kanto-victory-road-2-3f,mt-silver-outside","crystal,diamond,firered,heartgold,pearl,platinum,red,silver,soulsilver,ultra-moon,ultra-sun",60,95,69,65,79,80
25,pikachu,4,60,112,electric,"static,lightning-rod","mega-punch,pay-day,thunder-punch,slam,double-kick,mega-kick,headbutt,body-slam,take-down,double-edge,tail-whip,growl,surf,submission,counter,seismic-toss,strength,thunder-shock,thunderbolt,thunder-wave,thunder,dig,toxic,agility,quick-attack,rage,mimic,double-team,defense-curl,light-screen,reflect,bide,swift,skull-bash,flash,rest,substitute,thief,snore,curse,reversal,protect,sweet-kiss,mud-slap,zap-cannon,detect,endure,charm,rollout,swagger,spark,attract,sleep-talk,return,frustration,dynamic-punch,encore,iron-tail,hidden-power,rain-dance,rock-smash,uproar,facade,focus-punch,charge,helping-hand,brick-break,knock-off,endeavor,secret-power,fake-tears,signal-beam,covet,volt-tackle,calm-mind,shock-wave,natural-gift,feint,fling,magnet-rise,nasty-plot,discharge,captivate,grass-knot,charge-beam,electro-ball,round,echoed-voice,volt-switch,electroweb,wild-charge,disarming-voice,draining-kiss,play-rough,play-nice,confide,eerie-impulse,electric-terrain,nuzzle,laser-focus,rising-voltage,tera-blast,trailblaze,alluring-voice,upper-hand",4,50.0,50.0,False,190,False,False,generation-i,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,pichu,raichu,True,raichu por use-item (objeto thunder-stone),"alola-route-1-east,alola-route-1-west,fallarbor-town-contest-hall,hauoli-city-shopping-district,heahea-city-surf-association,hoenn-safari-zone-se,hoenn-safari-zone-sw,kalos-route-3-area,kanto-route-2-south-towards-viridian-city,lilycove-city-contest-hall,pallet-town-area,power-plant-area,santalune-forest-area,slateport-city-contest-hall,trophy-garden-area,verdanturf-town-contest-hall,viridian-forest-area","alpha-sapphire,blue,crystal,diamond,emerald,firered,gold,heartgold,leafgreen,moon,omega-ruby,pearl,platinum,red,ruby,sapphire,silver,soulsilver,sun,ultra-moon,ultra-sun,x,y,yellow",35,55,40,50,50,90
26,raichu,8,300,218,electric,"static,lightning-rod","mega-punch,pay-day,thunder-punch,slam,mega-kick,headbutt,body-slam,take-down,double-edge,tail-whip,growl,surf,hyper-beam,submission,counter,seismic-toss,strength,thunder-shock,thunderbolt,thunder-wave,thunder,dig,toxic,agility,quick-attack,rage,mimic,double-team,defense-curl,light-screen,reflect,bide,swift,skull-bash,flash,rest,substitute,thief,snore,curse,reversal,protect,sweet-kiss,mud-slap,zap-cannon,detect,endure,charm,rollout,swagger,spark,attract,sleep-talk,return,frustration,safeguard,dynamic-punch,encore,iron-tail,hidden-power,rain-dance,rock-smash,fake-out,uproar,facade,focus-punch,charge,helping-hand,brick-break,knock-off,endeavor,secret-power,signal-beam,covet,calm-mind,shock-wave,natural-gift,feint,fling,magnet-rise,focus-blast,giga-impact,nasty-plot,discharge,captivate,grass-knot,charge-beam,electro-ball,round,echoed-voice,volt-switch,electroweb,wild-charge,disarming-voice,draining-kiss,play-rough,play-nice,confide,eerie-impulse,electric-terrain,nuzzle,laser-focus,speed-swap,brutal-swing,rising-voltage,tera-blast,trailblaze,alluring-voice,upper-hand",4,50.0,50.0,False,75,False,False,generation-i,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,pikachu,,False,,"cerulean-cave-1f,cerulean-cave-b1f,power-plant-area","blue,red",60,90,55,90,80,110
27,sandshrew,6,120,60,ground,"sand-veil,sand-rush","scratch,swords-dance,cut,sand-attack,headbutt,body-slam,take-down,double-edge,poison-sting,submission,low-kick,counter,seismic-toss,strength,earthquake,fissure,dig,toxic,agility,rage,mimic,double-team,defense-curl,bide,swift,skull-bash,amnesia,leech-life,fury-swipes,rest,rock-slide,super-fang,slash,substitute,thief,snore,curse,flail,protect,mud-slap,spikes,detect,sandstorm,endure,rollout,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,safeguard,magnitude,dynamic-punch,rapid-spin,iron-tail,metal-claw,hidden-power,sunny-day,rock-smash,facade,focus-punch,brick-break,knock-off,endeavor,secret-power,crush-claw,rock-tomb,sand-tomb,aerial-ace,mud-shot,covet,gyro-ball,natural-gift,fling,poison-jab,night-slash,x-scissor,earth-power,shadow-claw,rock-climb,stone-edge,captivate,stealth-rock,hone-claws,smack-down,round,chip-away,bulldoze,work-up,rototiller,confide,high-horsepower,throat-chop,stomping-tantrum,steel-roller,scorching-sands,tera-blast",4,50.0,50.0,False,255,False,False,generation-i,"electric,fire,poison,rock,steel","grass,ice,water","poison,rock",electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,,sandslash,True,sandslash por level-up (nivel 22) | sandslash por use-item (objeto ice-stone),"desert-resort-area,desert-resort-entrance,hoenn-route-111-area,hoenn-route-113-area,johto-safari-zone-zone-desert,kanto-route-10-area,kanto-route-11-area,kanto-route-23-area,kanto-route-3-area,kanto-route-4-area,kanto-route-8-area,kanto-route-9-area,mirage-tower-area,mt-moon-1f,mt-moon-2f,relic-castle-a,union-cave-1f,union-cave-b1f,wayward-cave-1f,wayward-cave-b1f","black-2,blue,crystal,diamond,emerald,gold,heartgold,leafgreen,pearl,platinum,ruby,sapphire,soulsilver,white-2,yellow",50,75,85,20,30,40
